"Country","Code","year","gdpcap","pop","gdp"
"Australia","AUS",1820,826,328728,271529328
"Australia","AUS",1821,834,331827,276743718
"Australia","AUS",1822,858,333197,285883026
"Australia","AUS",1823,886,332795,294856370
"Australia","AUS",1824,936,332395,311121720
"Australia","AUS",1825,982,331994,326018108
"Australia","AUS",1826,999,331595,331263405
"Australia","AUS",1827,1030,331195,341130850
"Australia","AUS",1828,1057,330797,349652429
"Australia","AUS",1829,1114,332089,369947146
"Australia","AUS",1830,1352,335111,453070072
"Australia","AUS",1831,1398,339904,475185792
"Australia","AUS",1832,1428,346508,494813424
"Australia","AUS",1833,1435,354966,509376210
"Australia","AUS",1834,1508,363631,548355548
"Australia","AUS",1835,1825,372507,679825275
"Australia","AUS",1836,1793,381599,684207007
"Australia","AUS",1837,1881,390914,735309234
"Australia","AUS",1838,1857,400456,743646792
"Australia","AUS",1839,1733,411303,712788099
"Australia","AUS",1840,2190,423526,927521940
"Australia","AUS",1841,1868,437202,816693336
"Australia","AUS",1842,1704,452407,770901528
"Australia","AUS",1843,1975,469223,926715425
"Australia","AUS",1844,2246,486665,1093049590
"Australia","AUS",1845,2310,504755,1165984050
"Australia","AUS",1846,2554,523518,1337064972
"Australia","AUS",1847,2954,542978,1603957012
"Australia","AUS",1848,3381,563161,1904047341
"Australia","AUS",1849,3339,589474,1968253686
"Australia","AUS",1850,3148,622584,1959894432
"Australia","AUS",1851,3736,663068,2477222048
"Australia","AUS",1852,4382,711848,3119317936
"Australia","AUS",1853,4798,769783,3693418834
"Australia","AUS",1854,4202,832432,3497879264
"Australia","AUS",1855,3988,900180,3589917840
"Australia","AUS",1856,4866,973442,4736768772
"Australia","AUS",1857,4294,1052666,4520147804
"Australia","AUS",1858,3661,1138338,4167455418
"Australia","AUS",1859,4728,1217210,5754968880
"Australia","AUS",1860,4613,1288328,5943057064
"Australia","AUS",1861,4544,1350647,6137339968
"Australia","AUS",1862,4368,1403026,6128417568
"Australia","AUS",1863,4352,1444218,6285236736
"Australia","AUS",1864,4616,1486620,6862237920
"Australia","AUS",1865,4403,1530266,6737761198
"Australia","AUS",1866,4532,1575194,7138779208
"Australia","AUS",1867,4956,1621441,8035861596
"Australia","AUS",1868,5031,1669046,8396970426
"Australia","AUS",1869,4932,1715208,8459405856
"Australia","AUS",1870,5217,1759825,9181007025
"Australia","AUS",1871,5259,1802792,9480883128
"Australia","AUS",1872,5663,1843995,10442543685
"Australia","AUS",1873,6095,1883321,11478841495
"Australia","AUS",1874,6113,1923486,11758269918
"Australia","AUS",1875,6596,1964507,12957888172
"Australia","AUS",1876,6387,2006403,12814895961
"Australia","AUS",1877,6433,2049192,13182452136
"Australia","AUS",1878,6817,2092894,14267258398
"Australia","AUS",1879,6703,2143510,14367947530
"Australia","AUS",1880,6830,2201397,15035541510
"Australia","AUS",1881,7101,2266925,16097434425
"Australia","AUS",1882,6476,2340480,15156948480
"Australia","AUS",1883,7133,2422463,17279428579
"Australia","AUS",1884,6861,2507319,17202715659
"Australia","AUS",1885,7049,2595146,18293184154
"Australia","AUS",1886,6900,2686050,18533745000
"Australia","AUS",1887,7383,2780138,20525758854
"Australia","AUS",1888,7179,2877522,20657730438
"Australia","AUS",1889,7567,2968141,22459922947
"Australia","AUS",1890,7106,3051572,21684470632
"Australia","AUS",1891,7438,3127374,23261407812
"Australia","AUS",1892,6368,3195087,20346314016
"Australia","AUS",1893,5910,3254230,19232499300
"Australia","AUS",1894,6003,3314469,19896757407
"Australia","AUS",1895,5558,3375822,18762818676
"Australia","AUS",1896,5874,3438311,20196638814
"Australia","AUS",1897,5451,3501956,19089162156
"Australia","AUS",1898,6202,3566779,22121163358
"Australia","AUS",1899,6121,3630608,22222951568
"Australia","AUS",1900,6397,3693392,23626628624
"Australia","AUS",1901,6119,3755077,22977316163
"Australia","AUS",1902,6094,3815607,23252309058
"Australia","AUS",1903,6497,3874926,25175394222
"Australia","AUS",1904,6846,3935167,26940153282
"Australia","AUS",1905,6825,3996345,27275054625
"Australia","AUS",1906,7184,4058473,29156070032
"Australia","AUS",1907,7358,4121568,30326497344
"Australia","AUS",1908,7481,4185642,31312787802
"Australia","AUS",1909,7940,4254768,33782857920
"Australia","AUS",1910,8305,4329104,35953208720
"Australia","AUS",1911,8136,4408814,35870110704
"Australia","AUS",1912,8126,4494067,36518788442
"Australia","AUS",1913,8220,4585034,37688979480
"Australia","AUS",1914,8013,4677842,37483547946
"Australia","AUS",1915,7806,4772528,37254353568
"Australia","AUS",1916,7775,4869131,37857493525
"Australia","AUS",1917,7637,4967689,37938240893
"Australia","AUS",1918,7336,5069403,37189140408
"Australia","AUS",1919,7517,5171666,38875413322
"Australia","AUS",1920,7597,5274460,40070072620
"Australia","AUS",1921,7828,5377766,42097152248
"Australia","AUS",1922,8072,5481563,44247176536
"Australia","AUS",1923,8276,5585832,46228345632
"Australia","AUS",1924,8635,5692084,49151145340
"Australia","AUS",1925,8851,5800358,51338968658
"Australia","AUS",1926,8883,5910690,52504659270
"Australia","AUS",1927,8837,6023122,53226329114
"Australia","AUS",1928,8690,6137692,53336543480
"Australia","AUS",1929,8389,6241064,52356285896
"Australia","AUS",1930,7504,6332911,47522164144
"Australia","AUS",1931,6940,6412898,44505512120
"Australia","AUS",1932,7275,6480684,47146976100
"Australia","AUS",1933,7718,6535920,50444230560
"Australia","AUS",1934,8066,6591627,53168063382
"Australia","AUS",1935,8477,6647809,56353476893
"Australia","AUS",1936,8792,6704469,58945691448
"Australia","AUS",1937,9159,6761613,61929613467
"Australia","AUS",1938,9382,6819243,63978137826
"Australia","AUS",1939,9318,6887974,64182141732
"Australia","AUS",1940,9828,6968070,68482191960
"Australia","AUS",1941,10820,7059804,76387079280
"Australia","AUS",1942,11963,7163452,85696376276
"Australia","AUS",1943,12278,7279295,89375184010
"Australia","AUS",1944,11735,7397011,86803924085
"Australia","AUS",1945,11026,7516631,82878373406
"Australia","AUS",1946,10512,7638185,80292600720
"Australia","AUS",1947,10622,7761706,82444841132
"Australia","AUS",1948,11105,7887223,87587611415
"Australia","AUS",1949,11536,8025619,92583540784
"Australia","AUS",1950,11815,8177348,96615366620
"Australia","AUS",1951,11966,8398224,100493148384
"Australia","AUS",1952,11824,8595064,101628036736
"Australia","AUS",1953,11963,8782177,105061183451
"Australia","AUS",1954,12419,8970121,111399932699
"Australia","AUS",1955,12795,9165700,117275131500
"Australia","AUS",1956,12924,9371781,121120897644
"Australia","AUS",1957,12895,9587459,123630283805
"Australia","AUS",1958,13238,9808595,129846180610
"Australia","AUS",1959,13753,10028799,137926072647
"Australia","AUS",1960,14013,10242070,143522126910
"Australia","AUS",1961,13793,10445836,144079415948
"Australia","AUS",1962,14389,10643420,153148170380
"Australia","AUS",1963,14983,10845179,162493316957
"Australia","AUS",1964,15699,11065419,173716012881
"Australia","AUS",1965,16182,11313186,183069975852
"Australia","AUS",1966,16324,11593402,189250694248
"Australia","AUS",1967,17108,11899644,203579109552
"Australia","AUS",1968,17770,12215704,217073060080
"Australia","AUS",1969,18428,12518931,230698860468
"Australia","AUS",1970,19166,12793030,245191212980
"Australia","AUS",1971,19590,13033130,255319016700
"Australia","AUS",1972,19772,13244163,261863590836
"Australia","AUS",1973,20527,13431790,275714353330
"Australia","AUS",1974,20698,13605574,281608170652
"Australia","AUS",1975,20993,13773290,289142676970
"Australia","AUS",1976,21613,13935722,301192759586
"Australia","AUS",1977,21592,14092545,304286231640
"Australia","AUS",1978,21948,14249403,312745897044
"Australia","AUS",1979,22826,14413002,328991183652
"Australia","AUS",1980,22972,14588400,335124724800
"Australia","AUS",1981,23368,14777241,345314567688
"Australia","AUS",1982,22972,14979203,344102251316
"Australia","AUS",1983,22697,15194644,344872834868
"Australia","AUS",1984,24009,15423156,370294552404
"Australia","AUS",1985,24927,15663672,390448351944
"Australia","AUS",1986,25116,15917580,399785939280
"Australia","AUS",1987,25971,16183159,420292822389
"Australia","AUS",1988,26702,16452258,439308193116
"Australia","AUS",1989,27407,16713989,458080296523
"Australia","AUS",1990,27373,16960600,464262503800
"Australia","AUS",1991,26861.27539,17189235,461724775078.427
"Australia","AUS",1992,27560.17773,17402179,479607146129.274
"Australia","AUS",1993,28622.47656,17603211,503847494228.234
"Australia","AUS",1994,29844.17188,17798526,531182269154.649
"Australia","AUS",1995,30690.0625,17993083,552208841837.688
"Australia","AUS",1996,31740.46875,18189274,577336082982.188
"Australia","AUS",1997,32857.99219,18387205,604166638285.929
"Australia","AUS",1998,34337.14063,18587027,638225359992.607
"Australia","AUS",1999,35551.01953,18788187,667939202970.292
"Australia","AUS",2000,36603.04688,18991434,695144349020.426
"Australia","AUS",2001,37275.99219,19194676,715500592665.58
"Australia","AUS",2002,38567.06641,19401366,748253770966.716
"Australia","AUS",2003,39523.65625,19624163,775618672605.969
"Australia","AUS",2004,40887.72656,19879654,812833856859.41
"Australia","AUS",2005,41904.44531,20178543,845570651578.983
"Australia","AUS",2006,42650.98438,20526300,875466900679.194
"Australia","AUS",2007,44033.58203,20916339,921021329123.788
"Australia","AUS",2008,44421.64063,21332293,947615453459.865
"Australia","AUS",2009,44686.54297,21750852,971970382532.11
"Australia","AUS",2010,45400.22266,22154687,1005827722762.61
"Australia","AUS",2011,46132,22538002,1039723108264
"Australia","AUS",2012,46999,22903951,1076462793049
"Australia","AUS",2013,47250,23254912,1098794592000
"Australia","AUS",2014,47867,23596426,1129490123342
"Australia","AUS",2015,48357,23932499,1157303854143
"Australia","AUS",2016,48845,24262710,1185112069950
"Australia","AUS",2017,49265.61328,24584619,1211176332290.14
"Australia","AUS",2018,49830.80078,24898153,1240694901932.96
"Austria","AUT",1820,1941,3367266,6535863306
"Austria","AUT",1830,2230,3538115,7889996450
"Austria","AUT",1840,2415,3718786,8980868190
"Austria","AUT",1850,2630,3952208,10394307040
"Austria","AUT",1860,2834,4234828,12001502552
"Austria","AUT",1870,2970,4528451,13449499470
"Austria","AUT",1871,3154,4564726,14397145804
"Austria","AUT",1872,3150,4603479,14500958850
"Austria","AUT",1873,3049,4644745,14161827505
"Austria","AUT",1874,3158,4686381,14799591198
"Austria","AUT",1875,3145,4728390,14870786550
"Austria","AUT",1876,3188,4770776,15209233888
"Austria","AUT",1877,3268,4813542,15730655256
"Austria","AUT",1878,3347,4856691,16255344777
"Austria","AUT",1879,3296,4900094,16150709824
"Austria","AUT",1880,3314,4943751,16383590814
"Austria","AUT",1881,3419,4987664,17052823216
"Austria","AUT",1882,3411,5031834,17163585774
"Austria","AUT",1883,3521,5076262,17873518502
"Austria","AUT",1884,3583,5121082,18348836806
"Austria","AUT",1885,3531,5166298,18242198238
"Austria","AUT",1886,3615,5211912,18841061880
"Austria","AUT",1887,3832,5257930,20148387760
"Austria","AUT",1888,3792,5304354,20114110368
"Austria","AUT",1889,3725,5352740,19938956500
"Austria","AUT",1890,3894,5403122,21039757068
"Austria","AUT",1891,3995,5455532,21794850340
"Austria","AUT",1892,4041,5510006,22265934246
"Austria","AUT",1893,4025,5566579,22405480475
"Austria","AUT",1894,4216,5623732,23709654112
"Austria","AUT",1895,4285,5681471,24345103235
"Austria","AUT",1896,4305,5739804,24709856220
"Austria","AUT",1897,4352,5798736,25236099072
"Austria","AUT",1898,4551,5858272,26660995872
"Austria","AUT",1899,4600,5918417,27224718200
"Austria","AUT",1900,4594,5979177,27468339138
"Austria","AUT",1901,4565,6040558,27575147270
"Austria","AUT",1902,4694,6102566,28645444804
"Austria","AUT",1903,4688,6165209,28902499792
"Austria","AUT",1904,4712,6228494,29348663728
"Austria","AUT",1905,4925,6292428,30990207900
"Austria","AUT",1906,5062,6357019,32179230178
"Austria","AUT",1907,5321,6422273,34172914633
"Austria","AUT",1908,5292,6488197,34335538524
"Austria","AUT",1909,5222,6538011,34141493442
"Austria","AUT",1910,5244,6571589,34461412716
"Austria","AUT",1911,5364,6588805,35342350020
"Austria","AUT",1912,5587,6589531,36815709697
"Austria","AUT",1913,5523,6573639,36306208197
"Austria","AUT",1914,4584,6557784,30060881856
"Austria","AUT",1915,4229,6541968,27665982672
"Austria","AUT",1916,4189,6526190,27338209910
"Austria","AUT",1917,4122,6510449,26836070778
"Austria","AUT",1918,4073,6494626,26452611698
"Austria","AUT",1919,3601,6486498,23357879298
"Austria","AUT",1920,3845,6486071,24938942995
"Austria","AUT",1921,4224,6493354,27427927296
"Austria","AUT",1922,4586,6508357,29847325202
"Austria","AUT",1923,4530,6531085,29585815050
"Austria","AUT",1924,5042,6553893,33044728506
"Austria","AUT",1925,5367,6576781,35297583627
"Austria","AUT",1926,5440,6599749,35902634560
"Austria","AUT",1927,5587,6622797,37001566839
"Austria","AUT",1928,5829,6645925,38739096825
"Austria","AUT",1929,5896,6664880,39296132480
"Austria","AUT",1930,5716,6679646,38180856536
"Austria","AUT",1931,5241,6690205,35063364405
"Austria","AUT",1932,4686,6696544,31380005184
"Austria","AUT",1933,4516,6698645,30251080820
"Austria","AUT",1934,4546,6700747,30461595862
"Austria","AUT",1935,4634,6702849,31061002266
"Austria","AUT",1936,4774,6704952,32009440848
"Austria","AUT",1937,5031,6707055,33743193705
"Austria","AUT",1938,5673,6709160,38061064680
"Austria","AUT",1939,6529,6715381,43844722549
"Austria","AUT",1940,6311,6725736,42446119896
"Austria","AUT",1941,6722,6740238,45307879836
"Austria","AUT",1942,6349,6758904,42912281496
"Austria","AUT",1943,6480,6781749,43945733520
"Austria","AUT",1944,6618,6804670,45033306060
"Austria","AUT",1945,2750,6827669,18776089750
"Austria","AUT",1946,3118,6850746,21360626028
"Austria","AUT",1947,3453,6873901,23735580153
"Austria","AUT",1948,4406,6897134,30388772404
"Austria","AUT",1949,5249,6917985,36312503265
"Austria","AUT",1950,5907,6936442,40973562894
"Austria","AUT",1951,6311,6931346,43743724606
"Austria","AUT",1952,6323,6931194,43825939662
"Austria","AUT",1953,6594,6935149,45730372506
"Austria","AUT",1954,7261,6942617,50410342037
"Austria","AUT",1955,8054,6953404,56002715816
"Austria","AUT",1956,8603,6967624,59942469272
"Austria","AUT",1957,9111,6985724,63646931364
"Austria","AUT",1958,9416,7008415,65991235640
"Austria","AUT",1959,9645,7036554,67867563330
"Austria","AUT",1960,10391,7070773,73472402243
"Austria","AUT",1961,10882,7111139,77383414598
"Austria","AUT",1962,11078,7156836,79283429208
"Austria","AUT",1963,11454,7205991,82537420914
"Austria","AUT",1964,12062,7256091,87522969642
"Austria","AUT",1965,12328,7305154,90057938512
"Austria","AUT",1966,12930,7352239,95064450270
"Austria","AUT",1967,13225,7397168,97827546800
"Austria","AUT",1968,13742,7439581,102234722102
"Austria","AUT",1969,14555,7479340,108861793700
"Austria","AUT",1970,15537,7516238,116779789806
"Austria","AUT",1971,16259,7550339,122760961801
"Austria","AUT",1972,17169,7581120,130160249280
"Austria","AUT",1973,17908,7607067,136227355836
"Austria","AUT",1974,18583,7626290,141719347070
"Austria","AUT",1975,18564,7637686,141786002904
"Austria","AUT",1976,19448,7640755,148597403240
"Austria","AUT",1977,20350,7636573,155404260550
"Austria","AUT",1978,20293,7627762,154790174266
"Austria","AUT",1979,21436,7617883,163296939988
"Austria","AUT",1980,21932,7609750,166897037000
"Austria","AUT",1981,21866,7604512,166280259392
"Austria","AUT",1982,22254,7602177,169178846958
"Austria","AUT",1983,22944,7603100,174445526400
"Austria","AUT",1984,23016,7607296,175089524736
"Austria","AUT",1985,23514,7614874,179056147236
"Austria","AUT",1986,24039,7625395,183306870405
"Austria","AUT",1987,24409,7639351,186468918559
"Austria","AUT",1988,25112,7658856,192329191872
"Austria","AUT",1989,26078,7686564,200450215992
"Austria","AUT",1990,26930,7723954,208006081220
"Austria","AUT",1991,27689.77148,7772698,215224231403.053
"Austria","AUT",1992,28072.43945,7830938,219833532841.704
"Austria","AUT",1993,28101.22852,7892089,221777396489.178
"Austria","AUT",1994,28780.75977,7947215,228726885755.541
"Austria","AUT",1995,29621.68164,7990113,236680583553.625
"Austria","AUT",1996,30413.15625,8017852,243848185665.375
"Austria","AUT",1997,31173.04883,8032873,250409142274.189
"Austria","AUT",1998,32376.33008,8041054,260339818495.104
"Austria","AUT",1999,33608.29688,8051116,270584296743.318
"Austria","AUT",2000,34796.25781,8069276,280780608036.046
"Austria","AUT",2001,35272.22266,8097755,285625817406.128
"Austria","AUT",2002,35823.58594,8134403,291403484941.094
"Austria","AUT",2003,36063.12109,8175855,294846848879.282
"Austria","AUT",2004,36957.11328,8216809,303669541013.123
"Austria","AUT",2005,37642.76172,8253656,310690406126.848
"Austria","AUT",2006,38866.84766,8285344,322025203058.695
"Austria","AUT",2007,40305.27344,8313731,335087201261.605
"Austria","AUT",2008,40964.79297,8341525,341708844679.079
"Austria","AUT",2009,39463.65625,8372657,330415657747.156
"Austria","AUT",2010,40288.34766,8409945,338822787961.479
"Austria","AUT",2011,41446,8453501,350363802446
"Austria","AUT",2012,41565,8502230,353395189950
"Austria","AUT",2013,41375,8556191,354012402625
"Austria","AUT",2014,41338,8615205,356135344290
"Austria","AUT",2015,41294,8678667,358376875098
"Austria","AUT",2016,41445,8747306,362532097170
"Austria","AUT",2017,42177.37109,8819902,372000279631.433
"Austria","AUT",2018,42988.07031,8891383,382223397557.139
"Belgium","BEL",1500,2338,1250000,2922500000
"Belgium","BEL",1600,2533,1500000,3799500000
"Belgium","BEL",1700,2192,1750000,3.836e+09
"Belgium","BEL",1750,2169,2578640,5593070160
"Belgium","BEL",1812,2358,3359207,7921010106
"Belgium","BEL",1820,2358,3446611,8127108738
"Belgium","BEL",1846,2700,4297878,11604270600
"Belgium","BEL",1847,2809,4335251,12177720059
"Belgium","BEL",1848,2796,4372950,12226768200
"Belgium","BEL",1849,2853,4408894,12578574582
"Belgium","BEL",1850,2944,4443056,13080356864
"Belgium","BEL",1851,3006,4475312,13452787872
"Belgium","BEL",1852,3067,4505727,13819064709
"Belgium","BEL",1853,3127,4534270,14178662290
"Belgium","BEL",1854,3300,4562994,15057880200
"Belgium","BEL",1855,3301,4591900,15157861900
"Belgium","BEL",1856,3459,4620989,15984000951
"Belgium","BEL",1857,3524,4650263,16387526812
"Belgium","BEL",1858,3526,4679721,16500696246
"Belgium","BEL",1859,3502,4710231,16495228962
"Belgium","BEL",1860,3655,4741806,17331300930
"Belgium","BEL",1861,3682,4774457,17579550674
"Belgium","BEL",1862,3752,4808199,18040362648
"Belgium","BEL",1863,3832,4843045,18558548440
"Belgium","BEL",1864,3931,4878143,19175980133
"Belgium","BEL",1865,3902,4913495,19172457490
"Belgium","BEL",1866,3990,4949104,19746924960
"Belgium","BEL",1867,3980,4984970,19840180600
"Belgium","BEL",1868,4095,5021097,20561392215
"Belgium","BEL",1869,4245,5058646,21473952270
"Belgium","BEL",1870,4291,5097637,21873960367
"Belgium","BEL",1871,4275,5138090,21965334750
"Belgium","BEL",1872,4501,5180026,23315297026
"Belgium","BEL",1873,4495,5223465,23479475175
"Belgium","BEL",1874,4607,5267269,24266308283
"Belgium","BEL",1875,4560,5311440,24220166400
"Belgium","BEL",1876,4583,5355982,24546465506
"Belgium","BEL",1877,4597,5400897,24827923509
"Belgium","BEL",1878,4689,5446189,25537180221
"Belgium","BEL",1879,4694,5493172,25784949368
"Belgium","BEL",1880,4886,5541874,27077596364
"Belgium","BEL",1881,4894,5592321,27368818974
"Belgium","BEL",1882,4999,5644541,28217060459
"Belgium","BEL",1883,5013,5698561,28566886293
"Belgium","BEL",1884,4999,5753099,28759741901
"Belgium","BEL",1885,5002,5808158,29052406316
"Belgium","BEL",1886,5026,5863744,29471177344
"Belgium","BEL",1887,5180,5919863,30664890340
"Belgium","BEL",1888,5176,5976518,30934457168
"Belgium","BEL",1889,5386,6033943,32498816998
"Belgium","BEL",1890,5464,6092147,33287491208
"Belgium","BEL",1891,5412,6151140,33289969680
"Belgium","BEL",1892,5486,6210932,34073172952
"Belgium","BEL",1893,5507,6271532,34537326724
"Belgium","BEL",1894,5528,6332723,35007292744
"Belgium","BEL",1895,5598,6394512,35796478176
"Belgium","BEL",1896,5660,6456903,36546070980
"Belgium","BEL",1897,5716,6519904,37267771264
"Belgium","BEL",1898,5762,6583519,37934236478
"Belgium","BEL",1899,5828,6649435,38752907180
"Belgium","BEL",1900,5947,6717693,39950120271
"Belgium","BEL",1901,5928,6788335,40241249880
"Belgium","BEL",1902,5960,6861404,40893967840
"Belgium","BEL",1903,6013,6936940,41711820220
"Belgium","BEL",1904,6091,7013309,42718065119
"Belgium","BEL",1905,6188,7090518,43876125384
"Belgium","BEL",1906,6244,7168577,44760594788
"Belgium","BEL",1907,6268,7247495,45427298660
"Belgium","BEL",1908,6269,7327282,45934730858
"Belgium","BEL",1909,6330,7392503,46794543990
"Belgium","BEL",1910,6478,7442986,48215663308
"Belgium","BEL",1911,6612,7478558,49448225496
"Belgium","BEL",1912,6704,7499046,50273604384
"Belgium","BEL",1913,6727,7504272,50481237744
"Belgium","BEL",1914,6253,7509502,46956916006
"Belgium","BEL",1915,6150,7514736,46215626400
"Belgium","BEL",1916,6503,7519973,48902384419
"Belgium","BEL",1917,5609,7525214,42208925326
"Belgium","BEL",1918,4560,7530616,34339608960
"Belgium","BEL",1919,5402,7545092,40758586984
"Belgium","BEL",1920,6315,7568708,47796391020
"Belgium","BEL",1921,6465,7601534,49143917310
"Belgium","BEL",1922,7034,7643636,53765335624
"Belgium","BEL",1923,7226,7695085,55604684210
"Belgium","BEL",1924,7393,7746881,57272691233
"Belgium","BEL",1925,7438,7799025,58009147950
"Belgium","BEL",1926,7626,7851520,59875691520
"Belgium","BEL",1927,7847,7904369,62025583543
"Belgium","BEL",1928,8191,7957573,65180480443
"Belgium","BEL",1929,8056,8005591,64493041096
"Belgium","BEL",1930,7936,8048371,63871872256
"Belgium","BEL",1931,7747,8085859,62641149673
"Belgium","BEL",1932,7343,8118000,59610474000
"Belgium","BEL",1933,7461,8144741,60767912601
"Belgium","BEL",1934,7371,8171569,60232635099
"Belgium","BEL",1935,7801,8198486,63956389286
"Belgium","BEL",1936,7831,8225492,64413827852
"Belgium","BEL",1937,7908,8252586,65261450088
"Belgium","BEL",1938,7702,8279770,63770788540
"Belgium","BEL",1939,8209,8307322,68194806298
"Belgium","BEL",1940,7272,8335242,60613879824
"Belgium","BEL",1941,6947,8363535,58101477645
"Belgium","BEL",1942,6371,8392202,53466718942
"Belgium","BEL",1943,6228,8421245,52447513860
"Belgium","BEL",1944,6554,8450388,55383842952
"Belgium","BEL",1945,6907,8479632,58568818224
"Belgium","BEL",1946,7291,8508977,62038951307
"Belgium","BEL",1947,7651,8538424,65327482024
"Belgium","BEL",1948,8008,8567973,68612327784
"Belgium","BEL",1949,8278,8600995,71199036610
"Belgium","BEL",1950,8706,8637521,75198257826
"Belgium","BEL",1951,9161,8680176,79519092336
"Belgium","BEL",1952,9035,8727988,78857371580
"Belgium","BEL",1953,9274,8779267,81418922158
"Belgium","BEL",1954,9610,8832697,84882218170
"Belgium","BEL",1955,10010,8887275,88961622750
"Belgium","BEL",1956,10237,8942408,91543430696
"Belgium","BEL",1957,10353,8997845,93154689285
"Belgium","BEL",1958,10268,9053640,92962775520
"Belgium","BEL",1959,10533,9110067,95956335711
"Belgium","BEL",1960,11081,9167361,101583527241
"Belgium","BEL",1961,11561,9225414,106655011254
"Belgium","BEL",1962,12087,9283545,112210208415
"Belgium","BEL",1963,12532,9340419,117054130908
"Belgium","BEL",1964,13295,9394300,124897218500
"Belgium","BEL",1965,13643,9443948,128843782564
"Belgium","BEL",1966,13989,9488759,132738249651
"Belgium","BEL",1967,14461,9529046,137799534206
"Belgium","BEL",1968,15009,9565591,143569955319
"Belgium","BEL",1969,15969,9599651,153296826819
"Belgium","BEL",1970,16914,9632179,162918675606
"Belgium","BEL",1971,17486,9663323,168972865978
"Belgium","BEL",1972,18336,9692845,177728005920
"Belgium","BEL",1973,19399,9720750,188572829250
"Belgium","BEL",1974,20153,9747023,196431754519
"Belgium","BEL",1975,19831,9771582,193780242642
"Belgium","BEL",1976,20916,9794771,204867430236
"Belgium","BEL",1977,21025,9816693,206395970325
"Belgium","BEL",1978,21605,9836812,212524323260
"Belgium","BEL",1979,22094,9854372,217722494968
"Belgium","BEL",1980,23060,9868999,227579116940
"Belgium","BEL",1981,22760,9880594,224882319440
"Belgium","BEL",1982,23071,9889819,228168014149
"Belgium","BEL",1983,23071,9897877,228353920267
"Belgium","BEL",1984,23644,9906370,234226212280
"Belgium","BEL",1985,23873,9916577,236738442721
"Belgium","BEL",1986,24221,9928539,240479143119
"Belgium","BEL",1987,24772,9942281,246290184932
"Belgium","BEL",1988,25905,9959011,257988179955
"Belgium","BEL",1989,26690,9980175,266370870750
"Belgium","BEL",1990,27412,10006545,274299411540
"Belgium","BEL",1991,27848.30469,10039450,279581662520.021
"Belgium","BEL",1992,28199.57422,10078098,284198072547.434
"Belgium","BEL",1993,27857.25,10118684,281878709859
"Belgium","BEL",1994,28706.5,10155909,291540601708.5
"Belgium","BEL",1995,29370.08789,10186304,299172643754.259
"Belgium","BEL",1996,29820.29883,10208265,304413512835.83
"Belgium","BEL",1997,30894.2832,10223785,315856509165.912
"Belgium","BEL",1998,31480.74414,10237298,322277759022.934
"Belgium","BEL",1999,32571.67383,10255161,334027759166.137
"Belgium","BEL",2000,33719.76953,10282046,346708221416.858
"Belgium","BEL",2001,33923.34375,10319026,350055866163.188
"Belgium","BEL",2002,34419.69531,10364879,356755977105.018
"Belgium","BEL",2003,34588.47656,10419029,360378340344.46
"Belgium","BEL",2004,35740.35156,10480118,374563101710.284
"Belgium","BEL",2005,36338.38281,10546885,383256744583.047
"Belgium","BEL",2006,37051.90234,10619484,393472084069.193
"Belgium","BEL",2007,38082.875,10697576,407394449611
"Belgium","BEL",2008,38117.34766,10778764,410857894733.092
"Belgium","BEL",2009,36998.64844,10859934,401802880147.603
"Belgium","BEL",2010,37739.32813,10938735,412820509492.116
"Belgium","BEL",2011,38130,11013860,419958481800
"Belgium","BEL",2012,37906,11085355,420201466630
"Belgium","BEL",2013,37737,11154008,420918799896
"Belgium","BEL",2014,38228,11221225,428964989300
"Belgium","BEL",2015,38569,11287931,435364210739
"Belgium","BEL",2016,38766,11354407,440164941762
"Belgium","BEL",2017,39352.16406,11419752,449391954228.513
"Belgium","BEL",2018,39756.20313,11482180,456487880455.223
"Canada","CAN",1820,1441,822390,1185063990
"Canada","CAN",1830,1594,1171497,1867366218
"Canada","CAN",1840,1852,1700301,3148957452
"Canada","CAN",1850,2120,2476448,5250069760
"Canada","CAN",1860,2313,3319997,7679153061
"Canada","CAN",1870,2702,3760497,10160862894
"Canada","CAN",1871,2797,3810235,10657227295
"Canada","CAN",1872,2718,3863117,10499952006
"Canada","CAN",1873,2936,3919216,11506818176
"Canada","CAN",1874,2955,3976128,11749458240
"Canada","CAN",1875,2844,4033866,11472314904
"Canada","CAN",1876,2616,4092443,10705830888
"Canada","CAN",1877,2753,4151869,11430095357
"Canada","CAN",1878,2609,4212157,10989517613
"Canada","CAN",1879,2813,4270418,12012685834
"Canada","CAN",1880,2895,4326590,12525478050
"Canada","CAN",1881,3252,4380612,14245750224
"Canada","CAN",1882,3362,4432420,14901796040
"Canada","CAN",1883,3331,4481950,14929375450
"Canada","CAN",1884,3556,4532032,16115905792
"Canada","CAN",1885,3304,4582673,15141151592
"Canada","CAN",1886,3308,4633880,15328875040
"Canada","CAN",1887,3379,4685658,15832838382
"Canada","CAN",1888,3585,4738013,16985776605
"Canada","CAN",1889,3569,4789881,17095085289
"Canada","CAN",1890,3790,4841246,18348322340
"Canada","CAN",1891,3840,4892090,18785625600
"Canada","CAN",1892,3779,4942398,18677322042
"Canada","CAN",1893,3720,4992153,18570809160
"Canada","CAN",1894,3857,5042408,19448567656
"Canada","CAN",1895,3779,5093168,19247081872
